source,destination,src_index,dst_index,traversals,segment_km,allocated_km,delta_lat,delta_lon,src_lat,src_lon,dst_lat,dst_lon,log_traversals,src_out_degree,dst_in_degree,mean_avg_speed_kmh,mean_traffic_delay_minutes,mean_weather_delay_minutes,mean_vehicle_max_weight_kg,mean_vehicle_length_m,mean_vehicle_width_m,mean_vehicle_height_m,mean_cargo_volume_m3,mean_cargo_weight_kg,mean_load_factor,mean_breaks_required,share_peak_season,share_weekend,share_compliant,share_adverse_weather,target_cheapest,target_fastest,target_greenest
DIRFT Daventry,Rugby,11,49,12.0,14.472775757609666,18.468743372334544,0.11340000000000572,0.10449999999999982,52.2574,-1.1606,52.3708,-1.2651,2.5649493574615367,163.0,393.0,62.724999999999994,6.675,11.0,32333.333333333332,13.125,2.5125,3.8499999999999996,74.16666666666667,20809.916666666668,0.63375,0.0,0.25,0.08333333333333333,0.8333333333333334,0.25,40.21226800988541,0.295385721414106,15.424512483313427
Leicester Forest East,Milton Keynes,26,38,11.0,69.78286185068352,86.98393370216421,0.5761000000000038,0.4073000000000001,52.6167,-1.1667,52.0406,-0.7594,2.4849066497880004,425.0,277.0,61.472727272727276,6.790909090909091,4.090909090909091,29454.545454545456,12.727272727272727,2.5181818181818185,3.7363636363636363,71.36363636363636,16079.272727272728,0.5391818181818181,0.5454545454545454,0.09090909090909091,0.09090909090909091,1.0,0.18181818181818182,180.88202938336357,1.5172353226205333,71.75265330164088
London Central,Coventry,28,10,13.0,138.19367218062987,175.26025496937416,0.8994,1.3919000000000001,51.5074,-0.1278,52.4068,-1.5197,2.6390573296152584,178.0,520.0,62.04615384615384,12.338461538461539,4.923076923076923,28153.846153846152,12.615384615384615,2.5153846153846158,3.746153846153846,67.6923076923077,17011.384615384617,0.6167692307692307,1.4615384615384615,0.3076923076923077,0.23076923076923078,0.8461538461538461,0.15384615384615385,380.6784450118133,3.1221717649120255,148.68908955659515
Coventry,Woodall Services,10,65,10.0,104.37448662319471,133.04806662497597,0.919000000000004,0.3166,52.4068,-1.5197,53.3258,-1.2031,2.3978952727983707,520.0,391.0,61.8,12.39,6.4,28200.0,12.55,2.515,3.7399999999999998,67.5,17260.4,0.6268,1.9,0.3,0.1,0.8,0.2,281.01252668857177,2.441888753565548,111.47787193583095
Derby,Bristol DC,12,3,4.0,180.0191908584955,215.82920922433968,1.4680999999999997,1.1133,52.9226,-1.4746,51.4545,-2.5879,1.6094379124341003,391.0,175.0,62.775000000000006,12.774999999999999,6.25,36000.0,14.25,2.525,3.9,80.0,24619.75,0.69375,2.0,0.25,0.25,1.0,0.25,441.2369882611822,3.9657386883991226,180.55739104144436
Leeds Central,Knutsford Services,25,23,12.0,79.88906608688399,100.11029587601718,0.5018999999999991,0.8653000000000002,53.8008,-1.5491,53.2989,-2.4144,2.5649493574615367,177.0,242.0,61.60833333333333,2.658333333333333,6.333333333333333,31333.333333333332,13.0,2.5166666666666666,3.791666666666666,72.91666666666667,19343.666666666668,0.63575,0.9166666666666666,0.25,0.16666666666666666,1.0,0.25,202.29126016932503,1.7942499845860371,83.75607938550154
Knutsford Services,Tamworth,23,55,4.0,88.42894553093778,108.90806278499258,0.665300000000002,0.7234,53.2989,-2.4144,52.6336,-1.691,1.6094379124341003,242.0,449.0,63.175,0.0,6.0,35000.0,13.125,2.5125,3.8499999999999996,77.5,22707.75,0.6575,0.75,0.25,0.0,0.75,0.25,217.47814607153714,1.8548896330744573,89.49990274682767
Watford Gap,Toddington Services,62,59,12.0,56.483020065042304,69.94793484020563,0.3538999999999959,0.5936000000000001,52.3067,-1.1222,51.9528,-0.5286,2.5649493574615367,391.0,111.0,63.70833333333332,10.816666666666668,7.333333333333333,26666.666666666668,12.125,2.5125,3.6999999999999997,65.83333333333333,17670.916666666668,0.6558333333333333,1.0,0.08333333333333333,0.25,0.8333333333333334,0.25,138.32758839437426,1.2197401584616765,57.82655927969362
Toddington Services,Felixstowe Port,59,17,3.0,128.80867794180665,161.43957589114595,0.0038999999999944635,1.8797,51.9528,-0.5286,51.9567,1.3511,1.3862943611198906,111.0,160.0,63.36666666666667,0.0,0.0,18000.0,10.0,2.5,3.5,50.0,13321.333333333334,0.7399999999999999,1.0,0.0,0.0,0.6666666666666666,0.0,337.3572559333405,2.8206870670170106,139.18946513047285
Watford Gap,Portsmouth Port,62,45,3.0,167.26220458513785,201.85758152709298,1.5041999999999973,0.013400000000000079,52.3067,-1.1222,50.8025,-1.1088,1.3862943611198906,391.0,154.0,62.4,0.0,4.666666666666667,36666.666666666664,15.0,2.533333333333333,3.9333333333333336,85.0,24910.0,0.6746666666666666,2.0,0.0,0.3333333333333333,1.0,0.3333333333333333,397.7103240743043,3.647006725069327,175.00275599708434
Milton Keynes,Bristol DC,38,3,6.0,141.7453421469604,180.7879232970838,0.5860999999999947,1.8285,52.0406,-0.7594,51.4545,-2.5879,1.9459101490553132,277.0,175.0,60.96666666666667,2.9500000000000006,2.1666666666666665,31000.0,13.583333333333334,2.525,3.8000000000000003,74.16666666666667,21009.0,0.6698333333333334,0.6666666666666666,0.3333333333333333,0.0,1.0,0.16666666666666666,377.91781178385753,3.1634353715268255,146.85664945932908
Newcastle Hub,Tamworth,39,55,4.0,260.7633660176258,315.02483205203123,2.344699999999996,0.07320000000000015,54.9783,-1.6178,52.6336,-1.691,1.6094379124341003,174.0,449.0,62.325,0.0,0.0,27000.0,11.5,2.5,3.7249999999999996,63.75,18833.5,0.6645,1.0,0.0,0.25,1.0,0.0,625.5291541975876,5.716548855438423,263.6729968478247
Tamworth,DIRFT Daventry,55,11,9.0,55.15525814759791,68.05094921154723,0.3762000000000043,0.5304,52.6336,-1.691,52.2574,-1.1606,2.302585092994046,449.0,168.0,62.099999999999994,4.6,8.555555555555555,31111.11111111111,13.055555555555555,2.516666666666667,3.8000000000000003,73.33333333333333,19597.666666666668,0.629,0.6666666666666666,0.1111111111111111,0.3333333333333333,1.0,0.2222222222222222,159.1105916211467,1.1667250652391365,57.992857618051026
Cambridge,Newcastle Hub,5,39,5.0,328.99842559455914,407.0874884008141,2.772999999999996,1.7395999999999998,52.2053,0.1218,54.9783,-1.6178,1.791759469228055,115.0,156.0,62.3,4.459999999999999,2.6,33200.0,13.4,2.52,3.8200000000000003,76.0,24751.8,0.7388,2.2,0.2,0.6,1.0,0.2,805.611856186798,7.458961759150054,336.99730361914624
Stoke-on-Trent,M1/M6 Junction,53,30,3.0,79.82621206272236,101.98198854309378,0.4165999999999954,0.9668999999999999,53.0027,-2.1794,52.5861,-1.2125,1.3862943611198906,375.0,498.0,62.666666666666664,5.066666666666666,0.0,36000.0,13.5,2.5166666666666666,3.8666666666666667,80.0,21647.333333333332,0.621,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,197.79542224025263,1.8153684976918205,80.89306183592254
Oxford,Watford Gap,43,62,20.0,62.372599722039226,78.67569453388833,0.5546999999999969,0.13549999999999995,51.752,-1.2577,52.3067,-1.1222,3.044522437723423,210.0,391.0,63.025,10.625000000000002,6.15,37800.0,14.7,2.5299999999999994,3.9199999999999995,85.5,23410.65,0.62185,0.65,0.2,0.25,0.9,0.2,165.9181497377032,1.3627704384134032,66.37611890884952
Tibshelf Services,Hopwood Park,57,21,6.0,100.28985752624295,124.67562463570054,0.7877999999999972,0.7255,53.1417,-1.3389,52.3539,-2.0644,1.9459101490553132,547.0,295.0,63.86666666666667,14.5,17.5,27333.333333333332,12.5,2.516666666666667,3.716666666666667,67.5,17165.333333333332,0.6711666666666667,1.1666666666666667,0.0,0.16666666666666666,1.0,0.3333333333333333,246.36655749427356,2.232400278607708,103.419345007029
Oxford,Magna Park DC,43,36,4.0,76.29775553525403,97.53300399551331,0.6851999999999947,0.05909999999999993,51.752,-1.2577,52.4372,-1.1986,1.6094379124341003,210.0,153.0,65.45,8.325,12.75,39000.0,15.375,2.5374999999999996,3.95,87.5,24699.5,0.65,1.0,0.25,0.25,1.0,0.25,191.77105827842172,1.7039023413995757,79.20134113763578
Doncaster iPort,Sheffield Hub,13,50,6.0,31.085800033755948,38.63333333333333,0.12199999999999989,0.4222999999999999,53.5031,-1.0478,53.3811,-1.4701,1.9459101490553132,200.0,164.0,62.800000000000004,0.0,15.5,34666.666666666664,13.916666666666666,2.525,3.85,80.83333333333333,17592.166666666668,0.5153333333333333,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.6666666666666666,83.42666666666666,0.6166666666666666,33.40666666666666
Leicester Forest East,Doncaster iPort,26,13,4.0,98.8830250697657,124.98195996146028,0.8864000000000019,0.1189,52.6167,-1.1667,53.5031,-1.0478,1.6094379124341003,425.0,169.0,63.650000000000006,3.425,0.0,30500.0,12.0,2.5,3.8,68.75,19829.25,0.645,0.5,0.0,0.5,0.75,0.0,251.4064277959844,2.1124051031315294,106.49876039418184
Coventry,Felixstowe Port,10,17,7.0,202.01399415621677,256.3241538875884,0.45009999999999906,2.8708,52.4068,-1.5197,51.9567,1.3511,2.0794415416798357,520.0,160.0,62.84285714285715,3.1142857142857143,6.571428571428571,35142.857142857145,14.285714285714286,2.5285714285714285,3.8714285714285714,80.0,22736.0,0.6607142857142857,1.5714285714285714,0.14285714285714285,0.2857142857142857,1.0,0.2857142857142857,504.1435442894982,4.583903815901714,218.61692674811653
DIRFT Daventry,Northampton,11,40,20.0,17.657372237469694,22.358558457899388,0.016899999999999693,0.25790000000000013,52.2574,-1.1606,52.2405,-0.9027,3.044522437723423,163.0,363.0,64.50499999999998,8.97,6.7,35900.0,14.5,2.5299999999999994,3.8899999999999997,82.75,21717.45,0.62685,0.1,0.15,0.15,0.9,0.2,45.594484923030066,0.3518924171189214,19.301085618928234
Northampton,M1/M6 Junction,40,30,19.0,43.79827196010445,54.89826906300732,0.34560000000000457,0.30979999999999996,52.2405,-0.9027,52.5861,-1.2125,2.995732273553991,363.0,498.0,62.45263157894736,7.168421052631579,9.578947368421053,35052.63157894737,14.263157894736842,2.5263157894736836,3.8894736842105258,80.52631578947368,19324.36842105263,0.5648947368421053,0.5263157894736842,0.10526315789473684,0.15789473684210525,0.9473684210526315,0.2631578947368421,108.98585312691701,0.9364201309183094,47.13844607282536
Watford Gap,M5 J15 Almondsbury,62,32,19.0,129.25675885584957,158.82594130450775,0.751100000000001,1.4389,52.3067,-1.1222,51.5556,-2.5611,2.995732273553991,391.0,83.0,63.768421052631574,5.347368421052631,2.4210526315789473,33789.47368421053,13.947368421052632,2.5263157894736836,3.8421052631578947,78.15789473684211,21585.315789473683,0.6326842105263158,2.473684210526316,0.3157894736842105,0.21052631578947367,1.0,0.15789473684210525,309.8163535145249,2.836132320967766,136.5123529220766
M5 J15 Almondsbury,M62 J26 Chain Bar,32,34,19.0,249.1847679248409,306.1890586978547,2.174100000000003,0.8958000000000002,51.5556,-2.5611,53.7297,-1.6653,2.995732273553991,83.0,309.0,63.768421052631574,5.347368421052631,2.4210526315789473,33789.47368421053,13.947368421052632,2.5263157894736836,3.8421052631578947,78.15789473684211,21585.315789473683,0.6326842105263158,2.473684210526316,0.3157894736842105,0.21052631578947367,1.0,0.15789473684210525,597.2725668909465,5.467574620160839,263.17230358296416
Coventry,Northampton,10,40,16.0,45.82892306773578,56.64586975422547,0.16629999999999967,0.6170000000000001,52.4068,-1.5197,52.2405,-0.9027,2.833213344056216,520.0,363.0,62.90000000000001,14.85,1.8125,32500.0,13.28125,2.515625,3.843749999999999,75.3125,22486.0625,0.7001875000000001,1.3125,0.1875,0.25,0.875,0.0625,116.25512089108452,1.0188610099232716,45.83190407718097
London Gateway DC,Oxford,29,43,7.0,120.03947387501275,153.10752922468916,0.24340000000000117,1.6944,51.5086,0.4367,51.752,-1.2577,2.0794415416798357,153.0,210.0,60.42857142857142,11.0,9.857142857142858,35142.857142857145,14.571428571428571,2.5285714285714285,3.9142857142857146,82.14285714285714,21494.428571428572,0.6044285714285714,1.1428571428571428,0.14285714285714285,0.42857142857142855,1.0,0.2857142857142857,326.40680839017017,2.8202150208540577,129.82452057545973
Oxford,Leicester Forest East,43,26,12.0,96.35031095842699,121.6638599187902,0.8646999999999991,0.09099999999999997,51.752,-1.2577,52.6167,-1.1667,2.5649493574615367,210.0,425.0,60.341666666666676,9.633333333333335,5.75,32833.333333333336,13.916666666666666,2.525,3.85,77.08333333333333,21883.75,0.6568333333333334,1.25,0.25,0.25,1.0,0.16666666666666666,251.01972524052928,2.260665656993664,102.02503096838102
M6 J10 Walsall,Doncaster iPort,33,13,2.0,116.89676673126866,146.01110275815347,0.889800000000001,0.9316,52.6133,-1.9794,53.5031,-1.0478,1.0986122886681098,302.0,169.0,60.5,19.65,23.0,36000.0,14.25,2.525,3.9,80.0,22462.0,0.62,1.0,0.0,0.5,1.0,0.5,308.3697450196529,2.6648033156697126,128.73753222459936
Trafford Park DC,Wetherby Services,60,63,14.0,81.00805352540691,100.72677324157245,0.47760000000000247,0.9293999999999998,53.4668,-2.3141,53.9444,-1.3847,2.70805020110221,141.0,280.0,59.75714285714286,11.864285714285714,1.5714285714285714,28428.571428571428,12.428571428571429,2.5142857142857147,3.728571428571428,68.21428571428571,16544.071428571428,0.5795,1.4285714285714286,0.14285714285714285,0.21428571428571427,0.8571428571428571,0.07142857142857142,201.54631477714284,1.8996898775417923,82.56798299754426
Oxford,DIRFT Daventry,43,11,7.0,56.58966691945556,72.493680237047,0.5053999999999945,0.09709999999999996,51.752,-1.2577,52.2574,-1.1606,2.0794415416798357,210.0,168.0,59.42857142857143,5.071428571428571,1.7142857142857142,32000.0,13.0,2.5142857142857147,3.8142857142857145,73.57142857142857,22523.714285714286,0.7077142857142856,0.42857142857142855,0.0,0.7142857142857143,1.0,0.14285714285714285,165.86294769657866,1.2846745745709125,60.771468445260325
Wolverhampton,Warrington,64,61,2.0,94.72169655509835,120.98272708794244,0.8038999999999987,0.4681000000000002,52.5861,-2.1289,53.39,-2.597,1.0986122886681098,363.0,292.0,63.2,7.2,14.5,38000.0,14.25,2.525,3.9,85.0,21260.5,0.5545,1.5,0.5,0.5,1.0,0.5,230.89272901948743,2.0857449442918883,93.66613849648215
Charnock Richard,Manchester Central,8,37,7.0,34.33218824597157,41.6553684340455,0.14999999999999858,0.4542999999999999,53.6308,-2.6969,53.4808,-2.2426,2.0794415416798357,172.0,188.0,62.5,2.8285714285714283,8.142857142857142,30571.428571428572,13.0,2.5142857142857147,3.814285714285714,71.42857142857143,18790.0,0.6305714285714286,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.8571428571428571,0.14285714285714285,84.15365360281147,0.6939742076948117,36.3363481424154
Omega Warrington,Lancaster,42,24,9.0,69.38245370621833,87.5250256560578,0.6178999999999988,0.14680000000000026,53.429,-2.6542,54.0469,-2.801,2.302585092994046,183.0,125.0,65.03333333333333,3.888888888888889,3.7777777777777777,36222.22222222222,14.0,2.522222222222222,3.888888888888889,81.66666666666667,21910.333333333332,0.6005555555555556,0.7777777777777778,0.6666666666666666,0.3333333333333333,1.0,0.2222222222222222,168.8635411247353,1.4478176081227194,72.38883594137705
Lancaster,Wolverhampton,24,64,2.0,168.45554490630798,211.80309496460148,1.460799999999999,0.6721000000000004,54.0469,-2.801,52.5861,-2.1289,1.0986122886681098,125.0,363.0,67.4,0.0,6.5,32000.0,12.0,2.5,3.8,70.0,21308.0,0.6659999999999999,2.0,0.5,1.0,1.0,0.5,404.16289107094644,3.5859467320872893,170.2929468902463
Wolverhampton,Leicester Forest East,64,26,6.0,65.07075692947927,82.86683520640291,0.03059999999999974,0.9621999999999997,52.5861,-2.1289,52.6167,-1.1667,1.9459101490553132,363.0,425.0,65.11666666666667,8.749999999999998,8.166666666666666,38000.0,14.25,2.525,3.9000000000000004,85.0,23603.166666666668,0.6184999999999999,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,163.5812491543649,1.4018189797494802,72.68320651583876
Peterborough,Southampton Port,44,51,5.0,202.40391570182905,251.43118972437688,1.6738,1.1553,52.5695,-0.2405,50.8957,-1.3958,1.791759469228055,291.0,166.0,64.44000000000001,4.6,2.6,37200.0,14.7,2.53,3.9200000000000004,85.0,26435.2,0.7056,1.8,0.4,0.2,1.0,0.2,489.50568117679467,4.407390583039153,210.215541310335
Toddington Services,Rugby,59,49,2.0,68.44006185835413,80.98942561880713,0.41799999999999926,0.7364999999999999,51.9528,-0.5286,52.3708,-1.2651,1.0986122886681098,111.0,393.0,64.15,41.0,0.0,25000.0,11.0,2.5,3.65,60.0,12228.5,0.5535,0.0,0.0,0.0,0.5,0.0,153.00630778412884,1.2615175330032264,63.54736882812128
M5 J15 Almondsbury,Bristol Port,32,4,10.0,11.70819369151853,14.415994442019704,0.04529999999999745,0.15280000000000005,51.5556,-2.5611,51.5103,-2.7139,2.3978952727983707,83.0,167.0,61.379999999999995,4.55,0.0,33000.0,13.4,2.5200000000000005,3.8200000000000003,76.5,19105.9,0.6023999999999999,0.0,0.3,0.6,1.0,0.0,28.191692853414985,0.23558942333415472,12.15934914698281
Sheffield Hub,York,50,66,10.0,69.13365128930208,86.00158272767828,0.5788999999999973,0.38280000000000003,53.3811,-1.4701,53.96,-1.0873,2.3978952727983707,179.0,218.0,61.580000000000005,2.8099999999999996,2.1,32600.0,13.4,2.5200000000000005,3.8200000000000003,75.5,21690.9,0.6389,1.4,0.0,0.4,0.9,0.1,173.6750388359695,1.5626179264684734,73.05026169792936
York,Wolverhampton,66,64,4.0,167.7334180075427,216.6624982402766,1.373899999999999,1.0415999999999999,53.96,-1.0873,52.5861,-2.1289,1.6094379124341003,218.0,363.0,61.2,4.85,5.25,33500.0,13.75,2.525,3.825,77.5,19615.75,0.56425,1.75,0.0,0.25,0.75,0.25,425.113552805283,4.056501467267587,180.30071745973743
Northampton,Tilbury Port,40,58,18.0,123.05274646440304,153.36483662904948,0.7859999999999943,1.2610999999999999,52.2405,-0.9027,51.4545,0.3584,2.9444389791664403,363.0,183.0,62.29999999999999,7.872222222222224,2.611111111111111,33555.555555555555,13.666666666666666,2.5222222222222217,3.8388888888888886,76.94444444444444,20892.5,0.6214999999999999,1.4444444444444444,0.2222222222222222,0.4444444444444444,0.8333333333333334,0.1111111111111111,301.0037141755506,2.780414871615438,127.2336543596544
Woodall Services,iPort Doncaster,65,67,22.0,22.873346019365002,28.717954953768466,0.16809999999999548,0.19890000000000008,53.3258,-1.2031,53.4939,-1.0042,3.1354942159291497,391.0,175.0,60.99545454545456,6.563636363636363,9.045454545454545,32363.636363636364,13.386363636363637,2.520454545454545,3.813636363636363,75.68181818181819,20231.0,0.6345454545454546,0.5,0.36363636363636365,0.22727272727272727,0.8636363636363636,0.22727272727272727,56.899126454723095,0.49946838249418596,23.993811535715704
Grimsby Port,Stoke-on-Trent,20,53,8.0,153.66737900347366,195.8778633231435,0.5723000000000056,2.1043999999999996,53.575,-0.075,53.0027,-2.1794,2.1972245773362196,143.0,375.0,65.4375,4.45,11.0,28250.0,11.8125,2.50625,3.7125,66.25,18814.5,0.68125,0.375,0.25,0.5,1.0,0.25,393.0879528423163,3.130835610411184,161.4346806288916
Stoke-on-Trent,ProLogis Park DC,53,47,4.0,61.82019380254788,79.82580480890854,0.4995999999999938,0.4029999999999998,53.0027,-2.1794,52.5031,-1.7764,1.6094379124341003,375.0,156.0,65.8,8.9,0.0,28500.0,11.5,2.5,3.7249999999999996,65.0,21131.25,0.7444999999999999,0.25,0.25,0.5,1.0,0.0,152.72978713613898,1.269466976745446,65.78277463677532
Swindon,Tamworth,54,55,12.0,119.99911492314784,150.71200547536375,1.0778000000000034,0.0887,51.5558,-1.7797,52.6336,-1.691,2.5649493574615367,129.0,449.0,62.64166666666666,9.616666666666667,8.416666666666666,33333.333333333336,13.541666666666666,2.5208333333333335,3.8333333333333335,77.5,20496.916666666668,0.6203333333333333,1.8333333333333333,0.25,0.5833333333333334,0.8333333333333334,0.3333333333333333,296.0346833588848,2.7430466761529337,127.37746318131576
Wolverhampton,Doncaster iPort,64,13,1.0,124.97748789931549,150.94426224603478,0.9170000000000016,1.0810999999999997,52.5861,-2.1289,53.5031,-1.0478,0.6931471805599453,363.0,169.0,63.2,33.0,46.0,32000.0,12.0,2.5,3.8,70.0,14680.0,0.459,2.0,0.0,0.0,1.0,1.0,297.3439660588556,2.7336910167139012,128.50898296043366
Newcastle Hub,Tibshelf Services,39,57,2.0,205.03000351434227,258.77392404568593,1.8365999999999971,0.2788999999999999,54.9783,-1.6178,53.1417,-1.3389,1.0986122886681098,174.0,547.0,58.849999999999994,4.6499999999999995,0.0,42000.0,16.5,2.55,4.0,95.0,25097.5,0.587,2.0,0.0,0.0,1.0,0.0,510.9596860277803,4.975755577233578,212.3874138152346
Tibshelf Services,Frankley Services,57,18,2.0,92.15868565701906,116.31597480166585,0.7188999999999979,0.6819,53.1417,-1.3389,52.4228,-2.0208,1.0986122886681098,547.0,300.0,58.849999999999994,4.6499999999999995,0.0,42000.0,16.5,2.55,4.0,95.0,25097.5,0.587,2.0,0.0,0.0,1.0,0.0,229.67064469054336,2.2365462921935304,95.46575901968532
Leeds Central,M6 J10 Walsall,25,33,5.0,135.11731473008615,162.30042030228947,1.1875,0.4303000000000001,53.8008,-1.5491,52.6133,-1.9794,1.791759469228055,177.0,302.0,59.339999999999996,0.0,0.0,24000.0,11.7,2.5100000000000002,3.66,61.0,13846.4,0.595,1.0,0.2,0.2,1.0,0.0,325.9613789748522,3.1011228741093353,138.2674087053327
M6 J10 Walsall,Cardiff Bay,33,6,6.0,150.21688205857274,180.35839590867408,1.1317000000000021,1.1997,52.6133,-1.9794,51.4816,-3.1791,1.9459101490553132,302.0,183.0,60.76666666666666,8.933333333333332,7.5,20333.333333333332,10.333333333333334,2.5,3.5500000000000003,53.333333333333336,14297.5,0.6858333333333334,1.0,0.16666666666666666,0.3333333333333333,1.0,0.16666666666666666,359.2127258433775,3.3837007261602676,149.5044779616944
Southampton Port,Oxford,51,43,10.0,95.69864813929476,118.02023647258379,0.8563000000000045,0.1380999999999999,50.8957,-1.3958,51.752,-1.2577,2.3978952727983707,171.0,210.0,62.17999999999999,8.52,3.5,35200.0,14.25,2.525,3.9,80.0,20563.5,0.5806,0.7,0.4,0.2,0.9,0.2,238.86770153441984,2.0805742359891317,102.35037759524381
M62 J26 Chain Bar,Woodall Services,34,65,23.0,54.31727630074183,68.00900182297714,0.40390000000000015,0.46219999999999994,53.7297,-1.6653,53.3258,-1.2031,3.1780538303479458,309.0,391.0,61.3913043478261,3.0652173913043477,3.652173913043478,33826.086956521736,13.695652173913043,2.5217391304347823,3.847826086956521,78.26086956521739,21204.652173913044,0.6281304347826088,0.782608695652174,0.17391304347826086,0.30434782608695654,1.0,0.17391304347826086,134.4394461876697,1.2129132943267267,58.176676511176936
Felixstowe Port,Dover Port,17,14,6.0,92.19535056945683,114.88333333333333,0.8288000000000011,0.03770000000000007,51.9567,1.3511,51.1279,1.3134,1.9459101490553132,160.0,180.0,60.31666666666667,9.4,0.0,24000.0,11.0,2.5,3.6500000000000004,59.166666666666664,16925.333333333332,0.6926666666666667,0.0,0.16666666666666666,0.5,1.0,0.0,229.4433333333333,1.9050000000000002,99.12333333333333
A1 Scotch Corner,Knutsford Services,0,23,3.0,132.34258579443897,169.80798231360532,1.1043999999999983,0.7522000000000002,54.4033,-1.6622,53.2989,-2.4144,1.3862943611198906,49.0,242.0,65.13333333333334,0.0,0.0,38666.666666666664,15.0,2.533333333333333,3.9333333333333336,86.66666666666667,27026.333333333332,0.6963333333333334,2.0,0.0,0.0,1.0,0.0,326.5273221817163,3.0004383470717246,134.2529180152177
Felixstowe Port,Rugby,17,49,2.0,184.27879016916384,217.93951561949953,0.4141000000000048,2.6162,51.9567,1.3511,52.3708,-1.2651,1.0986122886681098,160.0,393.0,60.849999999999994,25.0,0.0,38000.0,14.25,2.525,3.9,85.0,25816.5,0.6679999999999999,1.0,0.5,0.5,0.5,0.0,433.03467071768637,3.976979755925494,181.53170094669707
Hopwood Park,Sheffield Hub,21,50,5.0,120.984284177175,150.17757951404093,1.0272000000000006,0.5943,52.3539,-2.0644,53.3811,-1.4701,1.791759469228055,295.0,164.0,63.620000000000005,10.0,0.0,31600.0,12.5,2.5100000000000002,3.78,72.0,18686.8,0.5740000000000001,0.6,0.4,0.6,0.6,0.0,294.09528228027085,2.5242718615861532,126.02323572858047
Knutsford Services,M6 J10 Walsall,23,33,5.0,81.61409642838993,102.66236405593652,0.6856000000000009,0.43500000000000005,53.2989,-2.4144,52.6133,-1.9794,1.791759469228055,242.0,302.0,62.86,6.38,0.0,29200.0,13.0,2.52,3.7600000000000002,71.0,19427.2,0.6582000000000001,1.0,0.2,0.2,1.0,0.0,211.69686259683368,1.807800173841073,83.62733377115605
Hopwood Park,Watford Gap,21,62,13.0,64.23891821919042,81.1348393364075,0.04720000000000368,0.9421999999999999,52.3539,-2.0644,52.3067,-1.1222,2.6390573296152584,295.0,391.0,61.67692307692308,7.5076923076923086,7.6923076923076925,32307.69230769231,13.23076923076923,2.5153846153846158,3.838461538461538,75.76923076923077,16822.153846153848,0.5348461538461539,1.0,0.3076923076923077,0.3076923076923077,0.8461538461538461,0.23076923076923078,161.0476601578789,1.4949183132690382,66.93322952715877
Toddington Services,Portsmouth Port,59,45,2.0,134.09583667625182,166.44791533800498,1.1503000000000014,0.5802,51.9528,-0.5286,50.8025,-1.1088,1.0986122886681098,111.0,154.0,61.699999999999996,0.0,12.5,25000.0,11.0,2.5,3.65,60.0,15419.0,0.6105,1.0,0.5,0.0,1.0,0.5,328.9079662292448,3.1056570241894352,131.94619361662103
Hopwood Park,Rugby,21,49,1.0,54.30712703124677,62.6711675550181,0.016899999999999693,0.7993000000000001,52.3539,-2.0644,52.3708,-1.2651,0.6931471805599453,295.0,393.0,65.3,0.0,0.0,44000.0,16.5,2.55,4.0,100.0,25691.0,0.584,0.0,1.0,0.0,1.0,0.0,152.982802028237,0.9586827116089401,54.942757734248296
M1/M6 Junction,Watford Gap,30,62,5.0,31.664938730985437,38.43910475608634,0.27940000000000254,0.09029999999999982,52.5861,-1.2125,52.3067,-1.1222,1.791759469228055,498.0,391.0,60.42,5.2,0.0,30000.0,13.0,2.5200000000000005,3.7600000000000002,73.0,18969.8,0.6275999999999999,0.0,0.2,0.6,0.8,0.0,75.20391225513316,0.6420943773084227,32.96130732511003
Hopwood Park,Coventry,21,10,8.0,37.436617343560016,46.567040176032684,0.05289999999999395,0.5447,52.3539,-2.0644,52.4068,-1.5197,2.1972245773362196,295.0,520.0,62.525,1.8875,0.0,36000.0,14.5625,2.53125,3.8875,83.125,21311.5,0.6013750000000001,0.5,0.0,0.5,0.75,0.0,99.9868688424655,0.7948257566161048,37.91420438857662
M6 J10 Walsall,Birmingham Central,33,2,29.0,15.360708915988258,19.110748640590565,0.12710000000000576,0.08899999999999997,52.6133,-1.9794,52.4862,-1.8904,3.4011973816621555,302.0,180.0,62.25862068965517,6.73103448275862,9.172413793103448,33103.44827586207,13.741379310344827,2.5224137931034476,3.8482758620689648,78.27586206896552,21944.620689655174,0.6547241379310345,0.3793103448275862,0.2413793103448276,0.27586206896551724,1.0,0.3103448275862069,41.33482818133285,0.3244257846227078,16.250725470426442
Teesport,Charnock Richard,56,8,2.0,148.47998142151536,182.25181161004906,0.9924999999999997,1.5246,54.6233,-1.1723,53.6308,-2.6969,1.0986122886681098,166.0,172.0,60.95,0.0,0.0,25000.0,11.0,2.5,3.65,60.0,19822.5,0.7515000000000001,2.0,0.0,0.5,1.0,0.0,369.98840446854484,3.4288352475015635,143.97927352490427
