route_id,origin_name,origin_location,origin_latitude,origin_longitude,destination_name,destination_location,destination_latitude,destination_longitude,waypoints_json,waypoint_count,distance_km,estimated_driving_time_hours,total_time_hours,breaks_required,avg_speed_kmh,vehicle_type,vehicle_max_weight_kg,vehicle_height_m,vehicle_width_m,vehicle_length_m,cargo_volume_m3,euro_standard,cargo_weight_kg,load_factor,cargo_type,fuel_consumption_liters,co2_emissions_kg,nox_emissions_g,pm_emissions_g,emissions_per_km_kg,fuel_cost_gbp,driver_cost_gbp,vehicle_cost_gbp,insurance_cost_gbp,maintenance_cost_gbp,caz_cost_gbp,toll_cost_gbp,hgv_levy_gbp,lez_cost_gbp,total_cost_gbp,cost_per_km_gbp,efficiency_score,fuel_efficiency_actual_kmpl,on_time_delivery,customer_satisfaction_1_5,optimization_objective,traffic_delay_minutes,weather_condition,weather_delay_minutes,month,day_of_week,is_peak_season,is_weekend,route_compliant,bridge_restrictions,weight_restrictions,data_source,generation_timestamp,dataset_version
RT003267,Bristol DC,Bristol,51.4545,-2.5879,Portsmouth Port,Portsmouth,50.8025,-1.1088,"[{""lat"": 51.5558, ""lon"": -1.7797, ""name"": ""Swindon"", ""type"": ""intermediate""}, {""lat"": 51.4543, ""lon"": -0.9781, ""name"": ""Reading"", ""type"": ""intermediate""}]",2,248.6,4.12,4.12,0,60.4,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,31417,0.714,metals,74.38,199.34,355.188,7.6751,0.802,110.08,67.96,221.3,29.84,37.3,0,0,10,0,476.47,1.916,92.14,3.34,Yes,4.5,cheapest,0,light_rain,0,10,1,No,No,No,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.955413,2
RT003268,iPort Doncaster,Doncaster,53.4939,-1.0042,Hull Port,Hull,53.7333,-0.3167,[],0,63.1,1.06,1.06,0,59.3,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,15382,0.592,paper,21.88,58.64,98.86,1.7938,0.929,32.39,17.56,56.2,7.58,9.47,0,0,10,0,133.2,2.109,56.97,2.89,Yes,4.8,balanced,0,clear,0,2,2,No,No,Yes,Height 4.2m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.955542,2
RT003269,Tilbury Port,Tilbury,51.4545,0.3584,Nottingham Hub,Nottingham,52.9548,-1.1581,"[{""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}]",1,273,4.88,5.63,1,56,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,12258,0.681,machinery,95.02,254.66,426.991,8.403,0.933,140.63,92.82,242.96,32.76,40.95,0,0,10,0,560.12,2.052,65,2.87,Yes,4.8,greenest,0,light_rain,0,12,3,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.955678,2
RT003270,Sheffield Hub,Sheffield,53.3811,-1.4701,Hull Port,Hull,53.7333,-0.3167,"[{""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}, {""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}]",2,215.6,3.31,3.31,0,65.2,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,32701,0.818,construction,74.77,200.38,382.081,6.3753,0.929,110.66,54.57,191.92,25.88,32.35,0,0,10,0,425.37,1.973,92.28,2.88,Yes,3.5,balanced,0,light_rain,0,1,6,No,Yes,No,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.955818,2
RT003271,Portsmouth Port,Portsmouth,50.8025,-1.1088,Hull Port,Hull,53.7333,-0.3167,"[{""lat"": 52.3333, ""lon"": -0.25, ""name"": ""A1/A14 Junction"", ""type"": ""junction""}, {""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}]",2,528.5,7.59,8.34,1,69.6,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,18651,0.717,paper,165.28,442.94,740.45,20.5982,0.838,244.61,137.59,470.32,63.41,79.27,0,21.91,10,0,1027.11,1.944,76.77,3.2,Yes,4.8,fastest,39.8,cloudy,0,6,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.955979,2
RT003272,DIRFT Daventry,Daventry,52.2574,-1.1606,Dover Port,Dover,51.1279,1.3134,"[{""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}, {""lat"": 52.3333, ""lon"": -0.25, ""name"": ""A1/A14 Junction"", ""type"": ""junction""}]",3,360.6,6.51,7.26,1,55.4,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,30996,0.704,construction,111.89,299.87,445.749,13.8658,0.831,165.6,119.8,320.97,43.28,54.1,0,11.4,10,0,725.15,2.011,84.04,3.22,Yes,4.5,greenest,0,heavy_rain,28,9,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.956125,2
RT003273,London Gateway DC,Stanford-le-Hope,51.5086,0.4367,Dover Port,Dover,51.1279,1.3134,[],0,87.3,1.54,1.54,0,56.8,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,18453,0.71,construction,27.87,74.7,143.996,1.8269,0.855,41.25,25.39,77.73,10.48,13.1,0,0,10,100,277.95,3.183,68.4,3.13,Yes,4.8,cheapest,0,cloudy,0,4,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.956251,2
RT003274,DIRFT Daventry,Daventry,52.2574,-1.1606,Trafford Park DC,Manchester,53.4668,-2.3141,"[{""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}, {""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}]",2,240.5,3.84,3.84,0,62.6,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,15253,0.847,retail,73.99,198.29,379.763,7.2862,0.825,109.5,63.38,214.01,28.86,36.07,0,0,10,0,461.82,1.921,91.3,3.25,No,4.5,cheapest,0,fog,43,1,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.956391,2
RT003275,Edinburgh Hub,Edinburgh,55.9533,-3.1883,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 53.7297, ""lon"": -1.6653, ""name"": ""M62 J26 Chain Bar"", ""type"": ""junction""}, {""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}]",3,529.4,8.07,8.82,1,65.6,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,10336,0.574,electronics,174.2,466.86,922.157,19.6423,0.882,257.82,145.55,471.13,63.52,79.4,50,3.44,10,0,1080.87,2.042,62.34,3.04,No,4.2,balanced,0,light_rain,0,10,5,No,No,Yes,Height 4.0m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.956537,2
RT003276,ProLogis Park DC,Birmingham,52.5031,-1.7764,DIRFT Daventry,Daventry,52.2574,-1.1606,"[{""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}]",1,61.6,1.08,1.08,0,56.8,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,12018,0.462,retail,19.53,52.34,97.791,2.2285,0.85,28.9,17.89,54.83,7.39,9.24,0,0,10,0,128.26,2.082,59.86,3.15,Yes,4.5,balanced,0,heavy_rain,21,1,3,No,No,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.956671,2
RT003277,Omega Warrington,Warrington,53.429,-2.6542,Grimsby Port,Grimsby,53.575,-0.075,"[{""lat"": 53.7632, ""lon"": -2.7031, ""name"": ""Preston"", ""type"": ""intermediate""}, {""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",2,417.4,6.43,7.18,1,64.9,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,30296,0.757,metals,124.42,333.44,784.359,15.6087,0.799,184.14,118.45,371.49,50.09,62.61,0,3.65,10,0,800.42,1.918,80.85,3.35,Yes,5,cheapest,0,heavy_rain,30,11,6,Yes,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.956811,2
RT003278,Teesport,Middlesbrough,54.6233,-1.1723,London Central,London,51.5074,-0.1278,"[{""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}, {""lat"": 52.3067, ""lon"": -1.1222, ""name"": ""Watford Gap"", ""type"": ""service_area""}]",2,479.2,8.16,8.91,1,58.7,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,27110,0.616,chemicals,151.45,405.89,704.425,14.7731,0.847,224.15,146.97,426.47,57.5,71.88,100,24.02,10,100,1160.98,2.423,66.73,3.16,Yes,4.2,cheapest,0,heavy_rain,30,6,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.956974,2
RT003279,Grimsby Port,Grimsby,53.575,-0.075,Birmingham Central,Birmingham,52.4862,-1.8904,"[{""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}, {""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",3,304.6,4.99,5.74,1,61,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,33021,0.75,metals,99.82,267.51,498.84,7.8733,0.878,147.73,94.7,271.07,36.55,45.69,50,12.88,10,0,668.61,2.195,65.11,3.05,Yes,4.2,balanced,0,light_rain,0,6,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.957120,2
RT003280,Cardiff Bay,Cardiff,51.4816,-3.1791,Teesport,Middlesbrough,54.6233,-1.1723,"[{""lat"": 52.3067, ""lon"": -1.1222, ""name"": ""Watford Gap"", ""type"": ""service_area""}, {""lat"": 52.3333, ""lon"": -0.25, ""name"": ""A1/A14 Junction"", ""type"": ""junction""}]",2,580.7,8.55,9.3,1,67.9,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,29308,0.733,food,187.72,503.08,775.553,12.8615,0.866,277.82,153.49,516.86,69.69,87.11,0,6.83,10,0,1121.79,1.932,80.81,3.09,Yes,4.2,fastest,0,light_rain,0,2,6,No,Yes,No,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.957261,2
RT003281,iPort Doncaster,Doncaster,53.4939,-1.0042,London Central,London,51.5074,-0.1278,"[{""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}, {""lat"": 52.5861, ""lon"": -2.1289, ""name"": ""Wolverhampton"", ""type"": ""intermediate""}, {""lat"": 52.2053, ""lon"": 0.1218, ""name"": ""Cambridge"", ""type"": ""intermediate""}]",3,473,7.55,8.3,1,62.7,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,20969,0.477,pharmaceuticals,138.35,370.78,883.097,10.8241,0.784,204.76,136.91,420.97,56.76,70.95,100,11.55,10,100,1111.9,2.351,75.85,3.42,Yes,4.5,greenest,0,cloudy,0,11,2,Yes,No,Yes,None,18t limit,Synthetic - UK Logistics Research,2025-07-10T12:44:22.957411,2
RT003282,East Midlands Gateway,Castle Donington,52.8313,-1.3283,Sheffield Hub,Sheffield,53.3811,-1.4701,"[{""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}, {""lat"": 53.3258, ""lon"": -1.2031, ""name"": ""Woodall Services"", ""type"": ""service_area""}]",2,102.1,1.69,1.69,0,60.4,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,24167,0.755,plastics,29.64,79.42,129.968,3.6082,0.778,43.86,27.91,90.86,12.25,15.31,0,0,10,0,200.19,1.961,72.49,3.44,Yes,4.5,balanced,0,clear,0,7,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.957548,2
RT003283,Magna Park DC,Lutterworth,52.4372,-1.1986,Grimsby Port,Grimsby,53.575,-0.075,"[{""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}, {""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}, {""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}]",3,334.5,4.9,5.65,1,68.3,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,25315,0.791,metals,99.51,266.7,401.57,10.9498,0.797,147.28,93.16,297.75,40.15,50.18,0,21.56,10,0,660.08,1.973,68.04,3.36,Yes,4.2,fastest,19.2,cloudy,0,7,7,No,Yes,Yes,Height 4.0m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.957692,2
RT003284,Teesport,Middlesbrough,54.6233,-1.1723,Magna Park DC,Lutterworth,52.4372,-1.1986,"[{""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",1,378.1,6.6,7.35,1,57.3,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,14853,0.825,machinery,109.51,293.49,699.784,13.4826,0.776,162.08,121.33,336.51,45.37,56.72,0,13.48,10,0,745.48,1.972,59.94,3.45,Yes,5,cheapest,0,cloudy,0,10,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.957836,2
RT003285,Newcastle Hub,Newcastle,54.9783,-1.6178,Bristol Port,Bristol,51.5103,-2.7139,"[{""lat"": 53.6308, ""lon"": -2.6969, ""name"": ""Charnock Richard"", ""type"": ""service_area""}, {""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",4,668.4,10.73,12.23,2,62.3,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,14498,0.453,textiles,191.51,513.26,1215.96,19.7732,0.768,283.44,201.86,594.88,80.21,100.26,0,19.61,10,0,1290.26,1.93,73.14,3.49,Yes,4.8,cheapest,39.8,cloudy,0,2,4,No,No,No,Height 4.2m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.958007,2
RT003286,DIRFT Daventry,Daventry,52.2574,-1.1606,ProLogis Park DC,Birmingham,52.5031,-1.7764,"[{""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}]",3,101.4,1.53,1.53,0,66.4,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,26915,0.673,chemicals,35.49,95.12,181.86,3.5564,0.938,52.53,25.19,90.26,12.17,15.21,0,0,10,0,205.36,2.025,56.61,2.86,Yes,4.5,fastest,0,light_rain,0,11,1,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.958150,2
RT003287,Magna Park DC,Lutterworth,52.4372,-1.1986,Cardiff Bay,Cardiff,51.4816,-3.1791,"[{""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}, {""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}]",2,412.1,6.22,6.97,1,66.2,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,9668,0.537,food,118.7,318.12,512.724,14.1821,0.772,175.68,115.07,366.8,49.46,61.82,0,18.08,10,0,796.91,1.934,56.58,3.47,Yes,4.5,cheapest,20.3,light_rain,0,9,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.958291,2
RT003288,Bristol Port,Bristol,51.5103,-2.7139,Doncaster iPort,Doncaster,53.5031,-1.0478,"[{""lat"": 51.9528, ""lon"": -0.5286, ""name"": ""Toddington Services"", ""type"": ""service_area""}]",1,431.8,6.38,7.13,1,67.6,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,17766,0.555,retail,146.65,393.03,700.437,11.0438,0.91,217.04,117.68,384.26,51.81,64.76,0,18.34,10,0,863.91,2.001,61.94,2.94,Yes,4.8,balanced,0,cloudy,0,11,4,Yes,No,Yes,Height 4.0m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.958429,2
RT003289,Trafford Park DC,Manchester,53.4668,-2.3141,Bristol DC,Bristol,51.4545,-2.5879,"[{""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}, {""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}]",2,353.7,5.94,6.69,1,59.6,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,14598,0.811,retail,115.38,309.22,529.76,13.415,0.874,170.76,110.32,314.81,42.45,53.06,100,14.38,10,0,815.77,2.306,85.48,3.07,Yes,4.2,balanced,13,heavy_rain,12,5,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.958575,2
RT003290,Leeds Central,Leeds,53.8008,-1.5491,Doncaster iPort,Doncaster,53.5031,-1.0478,[],0,61.7,0.95,0.95,0,64.9,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,25595,0.582,pharmaceuticals,18.7,50.12,97.337,1.5403,0.813,27.68,15.67,54.89,7.4,9.25,0,0,10,0,124.89,2.025,65.17,3.3,Yes,4.5,cheapest,0,cloudy,0,1,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.958702,2
RT003291,Bristol Port,Bristol,51.5103,-2.7139,Southampton Port,Southampton,50.8957,-1.3958,"[{""lat"": 51.5558, ""lon"": -1.7797, ""name"": ""Swindon"", ""type"": ""intermediate""}]",1,183,3.23,3.23,0,56.7,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,23440,0.586,chemicals,58.22,156.02,252.441,6.0869,0.853,86.16,53.25,162.84,21.96,27.45,0,0,10,0,361.65,1.977,69.97,3.14,Yes,3.5,fastest,0,light_rain,0,3,4,No,No,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.958832,2
RT003292,Nottingham Hub,Nottingham,52.9548,-1.1581,Portsmouth Port,Portsmouth,50.8025,-1.1088,"[{""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}, {""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}, {""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}]",3,437.5,7.71,8.46,1,56.8,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,26026,0.813,construction,125.33,335.88,589.386,10.9338,0.768,185.49,139.54,389.37,52.5,65.62,0,21.1,10,0,863.62,1.974,91.47,3.49,Yes,4.8,cheapest,0,clear,0,1,3,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.959027,2
RT003293,Portsmouth Port,Portsmouth,50.8025,-1.1088,Nottingham Hub,Nottingham,52.9548,-1.1581,"[{""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}]",3,336.4,5.73,6.48,1,58.7,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,16209,0.623,paper,95.63,256.28,442.769,10.7316,0.762,141.53,106.9,299.41,40.37,50.46,0,1.43,10,0,650.11,1.932,85.48,3.52,Yes,4.8,fastest,16.7,snow,82,5,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.959180,2
RT003294,Cardiff Bay,Cardiff,51.4816,-3.1791,London Central,London,51.5074,-0.1278,"[{""lat"": 51.752, ""lon"": -1.2577, ""name"": ""Oxford"", ""type"": ""intermediate""}, {""lat"": 52.3067, ""lon"": -1.1222, ""name"": ""Watford Gap"", ""type"": ""service_area""}]",2,382.5,6.05,6.8,1,63.2,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,16946,0.53,electronics,124.5,333.65,471.437,13.8433,0.872,184.25,112.23,340.43,45.9,57.38,50,13.36,10,100,913.55,2.388,73.21,3.07,Yes,4.5,greenest,0,light_rain,0,11,4,Yes,No,No,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.959324,2
RT003295,Felixstowe Port,Felixstowe,51.9567,1.3511,London Gateway DC,Stanford-le-Hope,51.5086,0.4367,[],0,103.6,1.51,1.51,0,68.4,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,7858,0.302,pharmaceuticals,34.43,92.26,158.556,3.9556,0.891,50.95,25,92.18,12.43,15.54,0,0,10,0,206.09,1.99,81.27,3.01,Yes,4,greenest,0,clear,0,2,6,No,Yes,Yes,Height 4.0m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.959451,2
RT003296,Doncaster iPort,Doncaster,53.5031,-1.0478,Bristol Port,Bristol,51.5103,-2.7139,"[{""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}, {""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",3,442.3,6.69,7.44,1,66.2,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,11450,0.44,paper,129.31,346.55,531.701,13.2102,0.784,191.38,122.68,393.61,53.07,66.34,0,10.58,10,0,847.65,1.917,77.77,3.42,Yes,4.5,cheapest,0,light_rain,0,11,5,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.959599,2
RT003297,Doncaster iPort,Doncaster,53.5031,-1.0478,London Gateway DC,Stanford-le-Hope,51.5086,0.4367,"[{""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}, {""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}, {""lat"": 52.3333, ""lon"": -0.25, ""name"": ""A1/A14 Junction"", ""type"": ""junction""}]",3,434.2,6.41,7.16,1,67.8,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,22662,0.567,textiles,130.62,350.05,815.437,11.44,0.806,193.31,118.12,386.45,52.11,65.13,0,5.36,10,0,830.48,1.913,63.48,3.32,Yes,4.8,cheapest,0,light_rain,0,9,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.959749,2
RT003298,Cardiff Bay,Cardiff,51.4816,-3.1791,Bristol Port,Bristol,51.5103,-2.7139,[],0,39,0.58,0.58,0,66.6,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,22279,0.696,paper,12.19,32.68,74.991,0.8573,0.838,18.04,9.65,34.68,4.68,5.85,0,0,10,0,82.9,2.127,64.7,3.2,Yes,4.5,greenest,21.3,clear,0,6,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.959919,2
RT003299,Grimsby Port,Grimsby,53.575,-0.075,East Midlands Gateway,Castle Donington,52.8313,-1.3283,"[{""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}, {""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}]",2,158.4,2.85,2.85,0,55.6,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,14177,0.788,metals,55.42,148.53,314.839,4.0814,0.937,82.02,46.99,141.01,19.01,23.77,0,0,10,0,322.81,2.037,66.01,2.86,Yes,4.2,greenest,0,cloudy,0,10,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.960066,2
RT003300,Liverpool Port,Liverpool,53.4053,-2.9977,Hull Port,Hull,53.7333,-0.3167,"[{""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",1,325.4,5.02,5.77,1,64.8,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,20056,0.501,food,98.42,263.77,419.424,8.9651,0.811,145.67,95.21,289.59,39.05,48.81,0,13.01,10,0,641.33,1.971,89.24,3.31,Yes,4.5,cheapest,42,cloudy,0,7,2,No,No,Yes,None,7.5t limit,Synthetic - UK Logistics Research,2025-07-10T12:44:22.960214,2
RT003301,Birmingham Central,Birmingham,52.4862,-1.8904,Leeds Central,Leeds,53.8008,-1.5491,"[{""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}, {""lat"": 53.1935, ""lon"": -2.8938, ""name"": ""Chester"", ""type"": ""intermediate""}]",2,372.6,6.7,7.45,1,55.6,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,7562,0.42,textiles,114.06,305.67,701.751,11.0114,0.82,168.81,122.91,331.65,44.72,55.9,100,19.91,10,0,853.89,2.291,67.5,3.27,Yes,4.5,balanced,14.8,cloudy,0,5,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.960387,2
RT003302,Edinburgh Hub,Edinburgh,55.9533,-3.1883,Felixstowe Port,Felixstowe,51.9567,1.3511,"[{""lat"": 53.3258, ""lon"": -1.2031, ""name"": ""Woodall Services"", ""type"": ""service_area""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}]",2,764.6,13.07,14.57,2,58.5,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,26227,0.82,construction,245.98,659.21,1423.434,24.6552,0.862,364.04,240.33,680.5,91.75,114.69,0,18.86,10,0,1520.17,1.988,58.13,3.11,Yes,4,balanced,0,heavy_rain,20,6,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.960548,2
RT003303,Liverpool Port,Liverpool,53.4053,-2.9977,Dover Port,Dover,51.1279,1.3134,"[{""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}]",1,577,8.6,9.35,1,67.1,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,34517,0.784,construction,197.81,530.14,1114.768,20.3115,0.919,292.76,154.27,513.5,69.24,86.55,0,15.59,10,0,1141.91,1.979,57.87,2.92,Yes,4,fastest,21.1,light_rain,0,5,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:22.960692,2
